0	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100
0	2.61430659593554	2.5574010848357	2.53697186188617	2.6190817934599	2.48247446399207	2.57538899708591	2.62823648934739	2.71504422917849	2.64027043099755	2.6606354604689	2.74555143414105	2.63355787481923	2.75506910037704	2.7424227978786	2.67832914432231	2.62159172165104	2.64426026264865	2.92324918002467	2.91632039077725	2.50428685410415
0	2.61430659593554	2.7612722034065	2.65250007450791	2.67862579079961	2.49748988366256	2.55844597219966	2.79124188276175	2.72171338774116	2.6177347441712	2.75446561975551	2.60518251172167	2.72541532093614	2.81042485658832	2.71848962493299	2.70569324387968	2.64731179585097	2.56528573868762	2.80582131480562	2.66135710538277	2.70988477315601
0	2.61430659593554	2.62740214013588	2.53697186188617	2.60920658943477	2.44684631774764	2.59785717565249	2.69692149438391	2.67941634104074	2.66213119881501	2.50847708080657	2.61829549082394	2.64390686436053	2.6325632437054	2.59477457108452	2.75503196713467	2.69023859696086	2.77687397010399	2.74785118110262	2.64182722422442	2.67920639873713
0	2.51444989719284	2.66471302938915	2.53697186188617	2.70118121022882	2.68360542970764	2.65295601590444	2.71596463431076	2.72259866701307	2.60578543945673	2.69141997741417	2.76118580315103	2.71222285550478	2.75706673891022	2.68053883967206	2.66443884142934	2.77188171770961	2.63039350255696	2.74428297325357	2.87326887744704	2.63643096380723
0	2.61430659593554	2.47941435135865	2.53745116258962	2.61951212213768	2.75564476452352	2.64885173777244	2.65064990679927	2.62465999190182	2.65600554293328	2.91820563447957	2.59878191239918	2.80693822001596	2.78538781504063	2.79252906365148	2.74598143692091	2.67192913298787	2.6873961867667	2.78410658222049	2.70707369229901	2.92536206387463
0	2.61430659593554	2.5574010848357	2.46604498048703	2.53490993737794	2.67252365568432	2.65948348953894	2.69802989591112	2.62337712071956	2.65138389623756	2.81145939650346	2.68355727201799	2.60746341527503	2.78108710153751	2.66330676552828	2.71455887785198	2.66090619656803	2.60915937464603	2.86380242915221	2.83951811968158	2.75079320311247
0	2.61430659593554	2.53569670851258	2.53697186188617	2.556395687403	2.38934217788722	2.61124280508446	2.63950566077095	2.64806195887625	2.5818549451175	2.5608280128256	2.61642834654839	2.52273393443134	2.75968298592663	2.73530701599325	2.66726957162427	2.90230947036468	2.8388959273486	2.98496569113977	2.80337036177867	2.57702999223267
0	2.46268045602409	2.5574010848357	2.46535328748244	2.65551220241266	2.51487544468581	2.57425845161397	2.6024540923931	2.75740512137085	2.65840360183873	2.57677874990686	2.60664170493884	2.74361421025468	2.6597918009857	2.65788910335967	2.71486164594344	2.66255306409374	2.75738453935625	2.72126744451431	2.65008273682618	2.69615137951596
0	2.61430659593554	2.49374413684314	2.83084890390355	2.54470936936637	2.53800851270069	2.69845094535476	2.70883409738411	2.71438001295344	2.69963764419421	2.56300844516231	2.5465888443179	2.6527575283031	2.76470878582337	2.70945452840203	2.61676007638189	2.65991661591661	2.63068100297936	2.6933131697385	2.73794620002474	2.68977288580043
0	2.29788828894338	2.5574010848357	2.42041406479095	2.6190817934599	2.54736673211893	2.61007775719431	2.73343022996236	2.62110730167563	2.53261758566895	2.82798335428179	2.79662698303481	2.7742716913176	2.61571232291704	2.50764317964753	2.56386581872812	2.75692000351123	2.75785092250476	3.01098435453728	2.73187688036446	2.650896030463
0	2.67527586405512	2.56179957456059	2.42220065572402	2.71287287294728	2.66657078619736	2.63609743331913	2.61918832343116	2.67161092196512	2.56829852124306	2.5816966176215	2.74947166214238	2.81773078212175	2.77870302978258	2.74973163113819	2.71718448531481	2.77985673989953	2.793290359509	2.85528135709624	2.75928949243169	2.66201226866124
0	2.62048513032835	2.5453329193117	2.47055741606586	2.77786302662766	2.54521065568827	2.61495094023773	2.53890919194261	2.70427227369128	2.62911346933766	2.66373608058632	2.7397407523919	2.68273221724218	2.69927001937643	2.62785300676942	2.71570108776541	2.72314393435572	2.74658971686994	2.66034498983755	2.7250890355138	2.74160232254541
0	2.67527586405512	2.56179957456059	2.56484666116292	2.54172549301591	2.65473737097935	2.65275026085581	2.43972901895635	2.66615161879092	2.48418776358898	2.68463419739579	2.67551599145436	2.65945291605251	2.75595493669935	2.61224493973084	2.60876111841946	2.62569116394931	2.64119888859231	2.64317081157405	2.72459284228208	2.70023599509209
0	2.67527586405512	2.64253472625787	2.4144881690555	2.67955984755643	2.59958963246179	2.67471763214788	2.57902529699875	2.61521220040533	2.60427534577126	2.47635436500979	2.77524477153996	2.62787862123916	2.63935236507005	2.62353282300414	2.63428507252298	2.7524034421472	2.73003208469369	2.783398621654	2.70673349279567	2.79875675420188
